trip_id,member_id,destination,duration_days,cost_usd,activities,start_date_clean
T3268,1977,Paris,8,535000,['food tour'],2023-06-15
T3269,1977,Tokyo,8,110000,"['museum tour', 'hiking', 'food tour']",2022-09-13
T3270,1977,Cancun,7,75000,"['hiking', 'food tour', 'museum tour']",2022-11-10
T3271,1977,Rome,8,233000,['food tour'],2024-01-13
T3272,1977,Banff,9,331000,['museum tour'],2023-03-18
T3273,1886,Phuket,7,452000,['safari'],2024-04-26
T3274,1886,Barcelona,4,180000,['safari'],2024-04-14
T3275,1886,Paris,6,497000,"['safari', 'hiking']",2023-11-03
T3276,1886,Tokyo,5,113000,"['kayaking', 'hiking', 'safari']",2024-02-19
T3277,1906,Banff,9,275000,"['hiking', 'safari']",2025-04-10
T3278,1906,Barcelona,3,198000,"['hiking', 'kayaking', 'safari']",2024-04-28
T3279,1048,Cancun,3,65000,"['spa', 'beach']",2024-08-13
T3280,1909,Banff,8,256000,"['hiking', 'kayaking']",2023-10-21
T3281,1909,Cancun,7,88000,"['kayaking', 'hiking']",2024-09-26
T3282,1909,Banff,10,240000,"['safari', 'kayaking', 'hiking']",2024-03-26
T3283,1909,Denver,9,130000,"['kayaking', 'safari', 'hiking']",2025-02-26
T3284,1981,Denver,10,167000,['kayaking'],2023-01-15
T3285,1981,Paris,6,547000,['kayaking'],2021-07-31
T3286,1642,Tokyo,10,105000,"['cultural show', 'museum tour', 'food tour']",2022-10-03
T3287,1642,Tokyo,8,113000,"['cultural show', 'food tour']",2023-03-05
T3288,1642,Bali,6,127000,"['cultural show', 'food tour']",2024-03-27
T3289,1642,Tokyo,6,112000,"['food tour', 'museum tour', 'cultural show']",2024-08-24
T3290,1642,Bali,4,89000,"['museum tour', 'cultural show', 'food tour']",2023-01-30
T3291,1545,Cape Town,6,268000,"['museum tour', 'food tour']",2021-12-18
T3292,1545,Cape Town,3,335000,"['food tour', 'cultural show', 'museum tour']",2024-05-11
T3293,1545,Cancun,5,72000,"['museum tour', 'food tour']",2025-06-11
T3294,1545,Paris,10,523000,['museum tour'],2025-05-03
T3295,1477,Banff,7,231000,['safari'],2022-08-22
T3296,1477,Tokyo,5,118000,"['safari', 'kayaking']",2021-09-10
T3297,1477,Cancun,3,77000,"['safari', 'kayaking']",2024-05-01
T3298,1547,Paris,5,427000,"['safari', 'hiking', 'kayaking']",2021-12-07
T3299,1547,Banff,8,313000,"['kayaking', 'hiking', 'safari']",2021-10-04
T3300,1547,Paris,6,599000,"['safari', 'hiking']",2024-03-25
T3301,1547,Banff,6,326000,"['safari', 'hiking']",2023-05-07
T3302,1547,Phuket,3,606000,"['hiking', 'safari']",2021-08-21
T3303,1063,Bali,3,123000,['museum tour'],2025-01-05
T3304,1063,Phuket,10,542000,"['museum tour', 'food tour']",2024-10-17
T3305,1063,Paris,3,524000,"['food tour', 'hiking']",2021-11-19
T3306,1063,Cape Town,5,325000,"['food tour', 'hiking']",2025-03-03
T3307,1063,Barcelona,9,149000,['museum tour'],2021-11-04
T3308,1413,Phuket,8,527000,"['kayaking', 'safari', 'hiking']",2024-05-26
T3309,1413,Tokyo,5,86000,"['kayaking', 'safari']",2023-05-01
T3310,1413,Cape Town,3,262000,['safari'],2024-08-31
T3311,1413,Cancun,10,94000,['kayaking'],2022-01-31
T3312,1384,Cancun,5,94000,"['kayaking', 'safari']",2024-08-23
T3313,1384,Cancun,4,78000,"['hiking', 'safari', 'kayaking']",2024-12-28
T3314,1384,Cancun,10,86000,"['kayaking', 'hiking']",2021-09-06
T3315,1384,Cancun,7,93000,"['kayaking', 'safari', 'hiking']",2025-03-31
T3316,1384,Cancun,10,95000,"['hiking', 'safari']",2023-08-04
T3317,1894,Cancun,10,82000,['museum tour'],2025-06-15
T3318,1894,Bali,10,94000,['food tour'],2025-05-29
T3319,1894,Tokyo,7,83000,"['cultural show', 'food tour']",2022-04-09
T3320,1894,Cancun,9,91000,['food tour'],2023-01-20
T3321,1894,Bali,4,107000,['cultural show'],2024-11-15
T3322,1322,Phuket,3,563000,"['kayaking', 'hiking']",2025-02-05
T3323,1322,Barcelona,5,212000,"['safari', 'hiking', 'kayaking']",2024-09-21
T3324,1322,Cancun,7,95000,['kayaking'],2022-09-15
T3325,1322,Denver,4,164000,"['hiking', 'safari']",2024-04-06
T3326,1322,Paris,4,447000,"['kayaking', 'hiking']",2022-08-26
T3327,1451,Bali,3,125000,['hiking'],2021-12-08
T3328,1786,Bali,8,127000,"['spa', 'snorkeling']",2022-08-13
T3329,1786,Barcelona,6,162000,"['snorkeling', 'spa', 'beach']",2023-03-16
T3330,1786,Banff,3,319000,"['snorkeling', 'beach']",2024-01-21
T3331,1786,Rome,8,302000,"['snorkeling', 'beach', 'spa']",2023-12-11
T3332,1234,Cancun,10,83000,"['safari', 'kayaking', 'hiking']",2024-03-30
T3333,1234,Cancun,10,87000,"['kayaking', 'hiking', 'safari']",2024-11-05
T3334,1656,Bali,7,95000,['safari'],2021-09-05
T3335,1656,Banff,5,303000,['kayaking'],2024-12-28
T3336,1557,Rome,7,227000,['safari'],2021-11-25
T3337,1557,Banff,5,281000,"['safari', 'kayaking', 'hiking']",2024-10-17
T3338,1557,Tokyo,4,108000,['hiking'],2022-01-25
T3339,1557,Tokyo,6,106000,"['kayaking', 'hiking', 'safari']",2022-12-23
T3340,1462,Bali,4,98000,"['shopping', 'wine tasting']",2023-10-28
T3341,1462,Barcelona,9,182000,"['wine tasting', 'spa']",2024-05-31
T3342,1462,Paris,6,587000,['spa'],2025-02-03
T3343,1424,Rome,8,273000,"['food tour', 'museum tour']",2024-09-25
T3344,1424,Rome,6,316000,"['food tour', 'cultural show', 'museum tour']",2022-10-21
T3345,1424,Barcelona,6,185000,"['museum tour', 'cultural show', 'food tour']",2024-11-23
T3346,1424,Denver,5,138000,['museum tour'],2023-06-27
T3347,1424,Barcelona,8,174000,"['museum tour', 'cultural show']",2022-09-23
T3348,1885,Rome,4,267000,"['hiking', 'museum tour', 'food tour']",2023-04-18
T3349,1885,Denver,3,171000,['hiking'],2022-02-19
T3350,1885,Cancun,4,93000,['museum tour'],2024-11-18
T3351,1885,Denver,3,178000,['museum tour'],2023-11-20
T3352,1885,Bali,6,103000,"['food tour', 'hiking', 'museum tour']",2022-07-25
T3353,1303,Bali,3,130000,['beach'],2024-03-06
T3354,1303,Cancun,3,78000,"['spa', 'snorkeling']",2022-04-15
T3355,1889,Cancun,4,88000,['safari'],2021-08-16
T3356,1689,Rome,3,221000,"['beach', 'spa']",2022-05-22
T3357,1689,Bali,6,98000,['spa'],2024-12-03
T3358,1689,Tokyo,3,84000,['snorkeling'],2023-10-01
T3359,1219,Denver,3,164000,"['food tour', 'cultural show', 'museum tour']",2021-11-01
T3360,1219,Paris,9,536000,['cultural show'],2022-11-01
T3361,1219,Cancun,8,90000,['museum tour'],2022-07-12
T3362,1875,Rome,8,274000,['safari'],2023-11-05
T3363,1875,Cancun,6,80000,"['hiking', 'kayaking']",2023-04-14
T3364,1875,Barcelona,9,186000,"['safari', 'hiking', 'kayaking']",2022-02-11
T3365,1875,Cape Town,9,260000,['safari'],2024-05-22
T3366,1875,Barcelona,6,212000,['safari'],2023-03-13
T3367,1296,Denver,7,133000,"['food tour', 'hiking']",2021-08-09
T3368,1296,Denver,5,130000,"['food tour', 'museum tour']",2021-11-16
T3369,1021,Banff,4,279000,"['wine tasting', 'spa']",2024-03-25
T3370,1021,Tokyo,6,105000,['shopping'],2022-06-06
T3371,1021,Bali,8,89000,['shopping'],2024-03-05
T3372,1021,Denver,5,158000,['spa'],2023-05-18
T3373,1760,Banff,7,322000,"['spa', 'snorkeling']",2022-04-03
T3374,1760,Barcelona,3,212000,"['spa', 'snorkeling']",2021-11-26
T3375,1760,Barcelona,9,200000,"['spa', 'snorkeling', 'beach']",2023-10-17
T3376,1760,Denver,6,168000,"['spa', 'snorkeling', 'beach']",2022-06-27
T3377,1760,Tokyo,6,84000,"['snorkeling', 'beach']",2021-08-20
T3378,1420,Tokyo,10,90000,['spa'],2024-08-15
T3379,1420,Phuket,3,462000,"['shopping', 'spa', 'wine tasting']",2025-02-08
T3380,1420,Cancun,10,82000,['spa'],2022-08-12
T3381,1420,Cape Town,8,268000,"['spa', 'shopping']",2024-07-15
T3382,1325,Bali,4,120000,"['shopping', 'spa', 'wine tasting']",2022-01-17
T3383,1325,Barcelona,3,167000,"['wine tasting', 'shopping', 'spa']",2023-12-13
T3384,1325,Cape Town,3,320000,"['shopping', 'spa']",2025-02-27
T3385,1325,Rome,3,309000,['spa'],2024-03-17
T3386,1199,Banff,9,288000,"['snorkeling', 'beach', 'spa']",2024-09-06
T3387,1199,Phuket,4,549000,"['beach', 'spa', 'snorkeling']",2022-06-19
T3388,1450,Cancun,7,85000,"['hiking', 'kayaking', 'safari']",2024-02-02
T3389,1450,Tokyo,7,87000,['safari'],2023-06-24
T3390,1450,Cancun,9,71000,"['hiking', 'safari', 'kayaking']",2025-04-21
T3391,1450,Cancun,6,77000,['hiking'],2022-01-07
T3392,1450,Cancun,7,64000,"['kayaking', 'hiking', 'safari']",2025-03-23
T3393,1137,Tokyo,6,120000,"['museum tour', 'cultural show']",2023-12-17
T3394,1137,Cape Town,9,262000,"['museum tour', 'cultural show', 'food tour']",2024-09-09
T3395,1536,Cape Town,10,250000,"['hiking', 'safari', 'kayaking']",2023-04-01
T3396,1536,Cancun,5,88000,['safari'],2022-06-08
T3397,1536,Barcelona,6,158000,['kayaking'],2022-12-28
T3398,1696,Rome,7,254000,"['shopping', 'spa']",2022-05-21
T3399,1696,Denver,10,153000,"['wine tasting', 'spa', 'shopping']",2023-09-13
T3400,1696,Cape Town,3,285000,['shopping'],2023-07-01
T3401,1717,Denver,3,169000,"['spa', 'beach', 'snorkeling']",2024-11-20
T3402,1646,Cape Town,9,238000,"['hiking', 'safari']",2024-03-24
T3403,1646,Tokyo,7,118000,"['safari', 'hiking', 'kayaking']",2023-03-08
T3404,1628,Bali,10,99000,"['safari', 'hiking', 'kayaking']",2021-10-30
T3405,1628,Cape Town,9,308000,"['hiking', 'safari', 'kayaking']",2023-01-13
T3406,1628,Tokyo,7,95000,['kayaking'],2022-10-05
T3407,1628,Rome,5,308000,"['hiking', 'kayaking']",2021-07-28
T3408,1628,Rome,8,293000,"['kayaking', 'safari', 'hiking']",2024-07-06
T3409,1212,Tokyo,4,118000,"['museum tour', 'food tour', 'cultural show']",2022-10-01
T3410,1212,Cancun,6,79000,['museum tour'],2023-05-06
T3411,1212,Cancun,10,70000,"['museum tour', 'food tour']",2024-05-08
T3412,1212,Tokyo,6,96000,"['museum tour', 'cultural show', 'food tour']",2023-03-08
T3413,1966,Tokyo,10,83000,"['snorkeling', 'spa']",2023-12-13
T3414,1966,Cancun,8,83000,['spa'],2021-09-08
T3415,1939,Rome,6,256000,"['kayaking', 'safari']",2023-09-15
T3416,1939,Denver,10,140000,"['kayaking', 'hiking']",2022-04-27
T3417,1939,Rome,6,222000,"['kayaking', 'hiking']",2024-09-05
T3418,1939,Banff,10,275000,"['safari', 'hiking', 'kayaking']",2022-11-01
T3419,1939,Cape Town,6,298000,"['safari', 'hiking', 'kayaking']",2021-09-04
T3420,1926,Cape Town,5,322000,"['kayaking', 'safari']",2025-03-12
T3421,1926,Tokyo,8,119000,['safari'],2022-12-26
T3422,1926,Tokyo,6,106000,"['safari', 'kayaking', 'hiking']",2023-05-21
T3423,1505,Tokyo,3,87000,"['beach', 'snorkeling']",2022-05-14
T3424,1505,Tokyo,8,95000,"['spa', 'snorkeling']",2025-04-24
T3425,1505,Cancun,3,90000,"['spa', 'snorkeling', 'beach']",2023-04-30
T3426,1505,Tokyo,3,95000,['snorkeling'],2021-11-09
T3427,1505,Cancun,8,71000,['spa'],2021-11-09
T3428,1935,Denver,6,153000,"['wine tasting', 'spa']",2022-05-08
T3429,1231,Denver,9,149000,"['spa', 'shopping']",2025-04-20
T3430,1231,Tokyo,7,108000,['spa'],2024-04-29
T3431,1231,Denver,5,144000,"['wine tasting', 'shopping', 'spa']",2022-10-25
T3432,1231,Denver,5,188000,"['wine tasting', 'spa']",2022-10-11
T3433,1405,Bali,4,95000,"['wine tasting', 'spa', 'shopping']",2025-06-04
T3434,1405,Cancun,7,77000,['spa'],2024-01-25
T3435,1405,Paris,8,488000,['shopping'],2022-10-15
T3436,1729,Tokyo,10,93000,"['snorkeling', 'spa', 'beach']",2025-03-23
T3437,1729,Cancun,7,86000,"['beach', 'spa', 'snorkeling']",2023-01-14
T3438,1729,Bali,10,93000,"['spa', 'snorkeling']",2022-07-08
T3439,1729,Denver,7,166000,"['beach', 'spa', 'snorkeling']",2023-12-29
T3440,1729,Bali,10,91000,['spa'],2021-07-08
T3441,1568,Banff,10,234000,"['beach', 'spa', 'snorkeling']",2023-02-16
T3442,1568,Tokyo,3,113000,"['snorkeling', 'spa', 'beach']",2024-09-28
T3443,1568,Banff,3,252000,"['snorkeling', 'beach', 'spa']",2023-12-28
T3444,1568,Denver,5,174000,['spa'],2023-09-03
T3445,1568,Cape Town,5,233000,"['beach', 'spa', 'snorkeling']",2023-06-12
T3446,1317,Rome,5,316000,['spa'],2023-01-06
T3447,1183,Rome,8,291000,"['beach', 'snorkeling']",2025-05-19
T3448,1183,Denver,3,192000,"['snorkeling', 'spa', 'beach']",2022-12-06
T3449,1183,Cape Town,3,277000,['beach'],2024-04-24
T3450,1183,Bali,6,107000,"['snorkeling', 'beach']",2025-03-30
T3451,1183,Denver,3,179000,['snorkeling'],2024-08-12
T3452,1861,Cape Town,5,285000,['beach'],2022-05-04
T3453,1861,Banff,10,273000,"['snorkeling', 'spa']",2024-02-24
T3454,1861,Barcelona,9,191000,['spa'],2025-05-05
T3455,1859,Bali,4,110000,['snorkeling'],2022-10-28
T3456,1693,Cape Town,3,240000,['spa'],2022-01-31
T3457,1693,Barcelona,9,209000,['wine tasting'],2021-07-05
T3458,1693,Barcelona,6,155000,"['spa', 'wine tasting']",2025-02-27
T3459,1609,Tokyo,3,81000,['beach'],2024-10-13
T3460,1609,Cape Town,9,277000,['beach'],2022-08-14
T3461,1609,Bali,10,91000,['snorkeling'],2025-03-20
T3462,1609,Cape Town,10,324000,"['snorkeling', 'spa', 'beach']",2021-07-09
T3463,1609,Cancun,10,71000,['beach'],2023-08-10
T3464,1626,Cancun,8,80000,"['kayaking', 'safari']",2023-02-26
T3465,1485,Tokyo,10,120000,"['snorkeling', 'spa', 'beach']",2023-01-09
T3466,1485,Barcelona,6,199000,"['beach', 'spa']",2024-06-25
T3467,1485,Tokyo,8,101000,"['beach', 'spa']",2023-11-11
T3468,1278,Cancun,6,85000,['hiking'],2025-06-07
T3469,1278,Cape Town,7,334000,"['safari', 'hiking', 'kayaking']",2021-12-26
T3470,1278,Denver,6,184000,['kayaking'],2021-12-17
T3471,1630,Barcelona,7,165000,"['beach', 'spa', 'snorkeling']",2022-06-14
T3472,1630,Bali,8,122000,"['spa', 'beach', 'snorkeling']",2022-07-15
T3473,1630,Tokyo,9,99000,"['snorkeling', 'spa']",2023-01-04
T3474,1630,Barcelona,5,182000,"['snorkeling', 'beach']",2024-02-08
T3475,1630,Denver,7,167000,"['beach', 'snorkeling']",2024-08-14
T3476,1020,Paris,7,519000,['shopping'],2022-07-07
T3477,1020,Rome,3,307000,"['shopping', 'wine tasting', 'spa']",2023-07-17
T3478,1020,Phuket,10,460000,['wine tasting'],2022-09-19
T3479,1020,Tokyo,8,98000,['wine tasting'],2023-05-19
T3480,1170,Tokyo,6,99000,"['shopping', 'spa']",2021-08-03
T3481,1170,Denver,10,168000,"['wine tasting', 'spa', 'shopping']",2022-11-07
T3482,1170,Denver,3,144000,['wine tasting'],2023-07-12
T3483,1401,Cancun,4,81000,"['hiking', 'kayaking', 'safari']",2022-07-05
T3484,1929,Barcelona,6,178000,"['wine tasting', 'shopping', 'spa']",2022-05-18
T3485,1929,Bali,4,114000,['wine tasting'],2023-08-24
T3486,1929,Banff,4,289000,"['shopping', 'spa', 'wine tasting']",2023-01-01
T3487,1929,Tokyo,3,93000,"['shopping', 'spa', 'wine tasting']",2024-10-21
T3488,1929,Banff,8,276000,"['shopping', 'spa']",2022-04-22
T3489,1566,Cancun,8,65000,"['safari', 'hiking', 'kayaking']",2021-10-26
T3490,1566,Barcelona,8,145000,['hiking'],2022-03-31
T3491,1566,Barcelona,9,191000,"['kayaking', 'hiking', 'safari']",2023-11-04
T3492,1176,Cancun,8,86000,"['wine tasting', 'shopping']",2022-09-12
T3493,1176,Phuket,8,537000,['spa'],2022-08-27
T3494,1176,Banff,10,263000,['shopping'],2022-08-21
T3495,1327,Cancun,6,82000,"['safari', 'hiking', 'kayaking']",2022-12-25
T3496,1327,Banff,3,310000,['hiking'],2022-12-11
T3497,1327,Rome,10,306000,"['kayaking', 'hiking']",2021-10-28
T3498,1706,Cancun,10,91000,"['snorkeling', 'beach']",2023-10-20
T3499,1706,Cancun,6,79000,['spa'],2025-02-26
T3500,1198,Cape Town,4,297000,['snorkeling'],2023-06-11
T3501,1198,Cancun,8,68000,"['snorkeling', 'beach']",2024-05-26
T3502,1198,Paris,4,558000,"['beach', 'spa', 'snorkeling']",2023-07-23
T3503,1198,Barcelona,8,174000,"['spa', 'snorkeling', 'beach']",2025-04-14
T3504,1198,Banff,9,291000,['beach'],2023-09-15
T3505,1470,Denver,9,170000,"['safari', 'hiking', 'kayaking']",2024-02-29
T3506,1470,Bali,4,125000,"['safari', 'hiking']",2024-10-12
T3507,1470,Cancun,6,69000,['kayaking'],2025-06-15
T3508,1996,Cancun,3,71000,"['hiking', 'museum tour']",2023-06-02
T3509,1996,Bali,8,95000,"['food tour', 'museum tour', 'hiking']",2022-07-18
T3510,1694,Tokyo,9,100000,"['hiking', 'safari', 'kayaking']",2023-12-24
T3511,1266,Denver,3,139000,['snorkeling'],2022-07-08
T3512,1266,Rome,8,298000,['spa'],2021-09-01
T3513,1615,Banff,8,231000,"['kayaking', 'hiking', 'safari']",2025-02-21
T3514,1615,Cape Town,9,266000,"['safari', 'hiking', 'kayaking']",2022-11-21
T3515,1615,Denver,7,167000,"['hiking', 'safari']",2024-07-04
T3516,1615,Banff,10,256000,['hiking'],2023-03-07
T3517,1732,Rome,8,238000,"['kayaking', 'safari', 'hiking']",2022-03-07
T3518,1732,Rome,7,216000,"['safari', 'kayaking', 'hiking']",2023-07-22
T3519,1732,Tokyo,7,92000,"['safari', 'kayaking']",2024-11-06
T3520,1732,Cape Town,5,281000,"['safari', 'hiking']",2023-01-04
T3521,1492,Paris,9,545000,"['kayaking', 'safari', 'hiking']",2022-10-30
T3522,1130,Rome,9,227000,['kayaking'],2025-01-09
T3523,1338,Cancun,9,76000,"['museum tour', 'food tour']",2025-05-27
T3524,1338,Cancun,4,67000,"['food tour', 'museum tour']",2024-04-05
T3525,1856,Denver,9,149000,"['kayaking', 'hiking']",2024-12-03
T3526,1856,Tokyo,4,95000,"['kayaking', 'safari', 'hiking']",2024-06-22
T3527,1856,Cancun,7,77000,"['hiking', 'kayaking', 'safari']",2021-07-11
T3528,1856,Bali,4,105000,['kayaking'],2021-09-05
T3529,1856,Denver,8,150000,['safari'],2022-05-11
T3530,1489,Denver,7,178000,['safari'],2022-10-25
T3531,1489,Bali,3,108000,"['kayaking', 'safari']",2024-09-12
T3532,1572,Cancun,3,90000,"['shopping', 'spa', 'wine tasting']",2023-01-06
T3533,1606,Cape Town,8,281000,"['spa', 'beach', 'snorkeling']",2024-08-28
T3534,1606,Banff,10,283000,"['snorkeling', 'spa', 'beach']",2023-02-25
T3535,1606,Cancun,10,79000,"['beach', 'snorkeling']",2023-02-09
T3536,1193,Cancun,4,91000,"['spa', 'shopping', 'wine tasting']",2022-12-01
T3537,1193,Cancun,6,81000,['spa'],2024-10-17
T3538,1193,Barcelona,8,171000,"['wine tasting', 'spa', 'shopping']",2025-01-30
T3539,1193,Barcelona,7,207000,"['wine tasting', 'shopping']",2023-03-21
T3540,1140,Tokyo,7,105000,['shopping'],2023-11-26
T3541,1140,Denver,6,159000,['wine tasting'],2024-11-26
T3542,1140,Denver,7,190000,"['wine tasting', 'shopping', 'spa']",2021-08-22
T3543,1416,Tokyo,4,95000,['shopping'],2025-06-09
T3544,1416,Tokyo,4,118000,['spa'],2024-01-12
T3545,1416,Cancun,5,83000,['spa'],2025-03-30
T3546,1660,Banff,10,290000,"['kayaking', 'hiking']",2023-06-28
T3547,1660,Cape Town,6,310000,"['hiking', 'safari']",2024-10-10
T3548,1476,Cape Town,5,297000,"['safari', 'kayaking']",2022-05-02
T3549,1714,Cape Town,10,331000,['hiking'],2024-02-09
T3550,1714,Denver,8,139000,"['safari', 'kayaking']",2024-05-07
T3551,1714,Paris,9,460000,['kayaking'],2024-01-12
T3552,1714,Rome,8,219000,"['kayaking', 'safari']",2023-10-24
T3553,1714,Paris,3,423000,"['kayaking', 'safari', 'hiking']",2025-05-02
T3554,1152,Barcelona,5,189000,"['spa', 'beach']",2022-10-08
T3555,1849,Cape Town,7,253000,"['kayaking', 'hiking']",2022-12-17
T3556,1849,Phuket,6,450000,"['hiking', 'kayaking']",2022-12-12
T3557,1849,Phuket,9,431000,"['kayaking', 'hiking', 'safari']",2021-12-24
T3558,1849,Cape Town,9,323000,['safari'],2021-10-04
T3559,1849,Rome,6,219000,"['safari', 'hiking', 'kayaking']",2024-12-23
T3560,1922,Cape Town,7,257000,"['wine tasting', 'shopping', 'spa']",2024-06-21
T3561,1010,Barcelona,10,196000,"['beach', 'spa', 'snorkeling']",2022-12-19
T3562,1010,Cape Town,4,258000,['spa'],2025-06-20
T3563,1010,Denver,8,185000,"['spa', 'beach']",2022-08-07
T3564,1269,Denver,7,142000,"['food tour', 'cultural show']",2024-11-17
T3565,1269,Phuket,7,583000,"['museum tour', 'food tour']",2025-02-04
T3566,1269,Banff,10,271000,"['museum tour', 'cultural show', 'food tour']",2022-10-10
T3567,1269,Cancun,9,88000,"['food tour', 'museum tour']",2024-11-07
T3568,1096,Denver,5,131000,"['food tour', 'hiking']",2021-12-07
T3569,1096,Bali,7,109000,"['food tour', 'hiking']",2023-08-31
T3570,1096,Barcelona,10,164000,"['museum tour', 'hiking']",2023-07-24
T3571,1210,Barcelona,4,210000,['kayaking'],2022-09-18
T3572,1210,Denver,9,172000,"['kayaking', 'hiking']",2024-07-19
T3573,1210,Cancun,7,90000,"['kayaking', 'safari', 'hiking']",2023-08-25
T3574,1210,Banff,8,266000,"['kayaking', 'safari', 'hiking']",2023-09-19
T3575,1989,Rome,8,248000,['hiking'],2023-03-03
T3576,1989,Banff,7,229000,"['food tour', 'museum tour']",2023-10-01
T3577,1989,Tokyo,3,113000,"['food tour', 'hiking']",2024-11-12
T3578,1989,Paris,5,528000,"['hiking', 'museum tour']",2023-11-28
T3579,1752,Barcelona,5,167000,"['snorkeling', 'beach', 'spa']",2021-12-15
T3580,1752,Barcelona,10,147000,"['snorkeling', 'spa']",2024-03-17
T3581,1752,Paris,5,455000,"['spa', 'beach', 'snorkeling']",2023-11-18
T3582,1569,Barcelona,5,180000,"['shopping', 'wine tasting']",2022-11-19
T3583,1569,Banff,7,306000,"['spa', 'wine tasting', 'shopping']",2025-02-24
T3584,1569,Phuket,5,607000,"['spa', 'wine tasting']",2021-07-31
T3585,1569,Denver,10,129000,"['wine tasting', 'shopping']",2023-04-27
T3586,1569,Phuket,4,615000,"['spa', 'wine tasting']",2023-09-19
T3587,1813,Cape Town,5,276000,['snorkeling'],2024-11-24
T3588,1813,Tokyo,4,89000,['snorkeling'],2024-04-12
T3589,1813,Cape Town,8,240000,"['snorkeling', 'beach']",2022-04-16
T3590,1813,Cape Town,5,262000,['beach'],2023-12-19
T3591,1813,Phuket,9,489000,"['spa', 'beach', 'snorkeling']",2021-12-18
T3592,1775,Tokyo,8,90000,['spa'],2025-05-15
T3593,1775,Denver,6,183000,"['wine tasting', 'spa']",2021-10-31
T3594,1775,Tokyo,3,115000,"['shopping', 'spa']",2022-05-18
T3595,1775,Bali,7,97000,"['wine tasting', 'shopping']",2024-05-14
T3596,1548,Denver,8,156000,['safari'],2022-07-21
T3597,1548,Cancun,4,87000,"['safari', 'hiking']",2024-03-18
T3598,1548,Tokyo,6,112000,"['safari', 'kayaking']",2023-10-04
T3599,1548,Phuket,9,563000,['safari'],2022-01-13
T3600,1548,Barcelona,7,170000,['safari'],2025-04-26
T3601,1948,Cancun,9,74000,['shopping'],2025-01-18
T3602,1948,Cape Town,9,255000,"['wine tasting', 'shopping']",2021-10-30
T3603,1532,Bali,7,115000,"['kayaking', 'hiking', 'safari']",2024-07-13
T3604,1532,Banff,10,274000,"['safari', 'hiking']",2024-11-03
T3605,1532,Cape Town,10,280000,"['hiking', 'kayaking', 'safari']",2022-08-26
T3606,1938,Barcelona,9,196000,"['beach', 'spa', 'snorkeling']",2023-01-13
T3607,1938,Denver,6,172000,['snorkeling'],2023-06-17
T3608,1938,Tokyo,6,102000,"['spa', 'beach']",2023-04-09
T3609,1938,Bali,10,103000,['spa'],2022-05-22
T3610,1332,Cancun,4,74000,"['kayaking', 'hiking']",2023-08-10
T3611,1332,Cancun,4,69000,"['kayaking', 'safari']",2023-01-05
T3612,1075,Cape Town,8,309000,"['spa', 'wine tasting', 'shopping']",2022-02-08
T3613,1075,Cape Town,10,248000,"['shopping', 'wine tasting']",2025-04-08
T3614,1075,Banff,3,339000,['shopping'],2024-01-07
T3615,1075,Cancun,5,86000,"['shopping', 'wine tasting', 'spa']",2024-02-04
T3616,1712,Cancun,6,72000,"['beach', 'spa']",2024-01-19
T3617,1712,Cancun,7,64000,"['spa', 'beach']",2022-09-17
T3618,1712,Cancun,4,80000,['spa'],2022-05-23
T3619,1712,Cancun,4,65000,"['snorkeling', 'spa']",2022-11-26
T3620,1077,Tokyo,4,82000,"['hiking', 'kayaking']",2021-09-14
T3621,1077,Denver,8,145000,['safari'],2024-06-19
T3622,1077,Tokyo,4,81000,"['hiking', 'kayaking']",2023-11-19
T3623,1077,Tokyo,4,119000,['hiking'],2022-09-27
T3624,1077,Bali,4,115000,"['safari', 'kayaking']",2023-02-09
T3625,1263,Cape Town,8,241000,"['museum tour', 'food tour']",2022-12-16
T3626,1263,Paris,5,559000,"['museum tour', 'food tour', 'hiking']",2023-03-05
T3627,1263,Cancun,6,78000,"['food tour', 'hiking']",2023-03-02
T3628,1263,Denver,3,191000,['food tour'],2025-05-22
T3629,1998,Bali,8,124000,"['beach', 'snorkeling', 'spa']",2024-05-04
T3630,1998,Cancun,7,83000,"['beach', 'snorkeling']",2025-01-12
T3631,1998,Tokyo,5,95000,"['spa', 'snorkeling', 'beach']",2023-08-18
T3632,1998,Tokyo,7,119000,"['snorkeling', 'beach']",2022-05-17
T3633,1149,Paris,8,444000,"['spa', 'snorkeling', 'beach']",2023-03-27
T3634,1937,Barcelona,5,158000,"['hiking', 'safari', 'kayaking']",2022-12-24
T3635,1937,Cancun,3,77000,"['safari', 'kayaking', 'hiking']",2023-03-12
T3636,1937,Tokyo,10,121000,"['safari', 'hiking']",2025-03-01
T3637,1937,Denver,3,163000,"['hiking', 'safari']",2022-10-17
T3638,1514,Banff,8,235000,['spa'],2023-02-24
T3639,1514,Barcelona,7,182000,['beach'],2023-09-24
T3640,1514,Cape Town,10,271000,['spa'],2022-07-05
T3641,1945,Tokyo,9,100000,['shopping'],2024-12-26
T3642,1945,Cancun,8,87000,"['shopping', 'spa']",2022-08-17
T3643,1945,Tokyo,5,88000,"['spa', 'wine tasting', 'shopping']",2024-02-19
T3644,1945,Cancun,10,75000,"['spa', 'wine tasting']",2022-05-17
T3645,1945,Tokyo,9,92000,"['shopping', 'wine tasting']",2021-10-19
T3646,1469,Paris,8,446000,['museum tour'],2025-04-16
T3647,1469,Rome,3,259000,['food tour'],2024-08-05
