trip_id,member_id,destination,start_date,duration_days,cost_usd,activities
T2226,1800,Bali,2023-01-08,5,117000,"safari, hiking, kayaking"
T2227,1800,Denver,08/18/2024,10,190000,"safari, hiking"
T2228,1800,Tokyo,"December 06, 2023",10,118000,safari
T2229,1800,Bali,2025-05-28,7,107000,hiking
T2230,1746,Rome,2024-03-20,3,237000,"museum tour, cultural show"
T2231,1746,Cape Town,"June 02, 2025",7,321000,cultural show
T2232,1746,Cancun,02/29/2024,4,83000,cultural show
T2233,1746,Cape Town,"September 26, 2021",9,315000,"museum tour, cultural show, food tour"
T2234,1891,Cancun,"April 25, 2022",8,72000,"kayaking, safari"
T2235,1891,Cancun,2022-02-20,5,78000,"kayaking, hiking, safari"
T2236,1740,Tokyo,06/12/2024,8,103000,"safari, kayaking, hiking"
T2237,1173,Bali,10/10/2023,3,125000,"spa, beach"
T2238,1916,Bali,"December 26, 2021",5,117000,"kayaking, safari, hiking"
T2239,1916,Barcelona,2025-06-09,3,178000,"hiking, kayaking, safari"
T2240,1916,Barcelona,2023-09-23,5,169000,hiking
T2241,1916,Barcelona,2024-06-29,5,197000,kayaking
T2242,1916,Cancun,05/06/2025,10,89000,"hiking, kayaking"
T2243,1567,Tokyo,2022-10-03,5,91000,food tour
T2244,1567,Bali,12/20/2022,7,119000,"food tour, museum tour, cultural show"
T2245,1567,Denver,12/20/2022,10,185000,"food tour, cultural show"
T2246,1567,Rome,"March 20, 2025",4,254000,"food tour, cultural show, museum tour"
T2247,1226,Bali,2024-10-17,6,101000,food tour
T2248,1226,Denver,2024-07-25,9,162000,"food tour, museum tour"
T2249,1226,Tokyo,2023-04-01,6,113000,food tour
T2250,1305,Bali,12/25/2023,5,91000,"kayaking, hiking"
T2251,1031,Barcelona,04/30/2025,10,167000,"hiking, museum tour, food tour"
T2252,1523,Cancun,11/21/2022,3,81000,"museum tour, cultural show"
T2253,1523,Bali,"April 23, 2024",3,102000,"food tour, museum tour, cultural show"
T2254,1523,Tokyo,"June 25, 2025",9,86000,cultural show
T2255,1523,Cancun,2022-04-27,5,85000,"food tour, cultural show"
T2256,1523,Bali,"June 19, 2022",5,110000,"food tour, museum tour, cultural show"
T2257,1958,Tokyo,05/12/2024,10,81000,wine tasting
T2258,1958,Cancun,"May 10, 2024",10,89000,"shopping, wine tasting"
T2259,1958,Bali,"September 01, 2021",9,88000,"spa, shopping, wine tasting"
T2260,1958,Bali,02/15/2022,7,112000,"shopping, wine tasting"
T2261,1958,Tokyo,03/18/2022,6,83000,shopping
T2262,1600,Bali,2022-01-03,7,102000,"museum tour, food tour, hiking"
T2263,1285,Tokyo,"October 28, 2021",6,81000,"spa, snorkeling, beach"
T2264,1285,Rome,06/01/2022,8,215000,spa
T2265,1285,Cape Town,"May 04, 2023",5,238000,"spa, beach"
T2266,1285,Cancun,2023-08-12,9,68000,"beach, spa, snorkeling"
T2267,1479,Denver,2023-12-12,9,190000,"hiking, safari, kayaking"
T2268,1625,Bali,06/04/2022,8,127000,food tour
T2269,1625,Barcelona,02/22/2024,8,204000,"food tour, museum tour"
T2270,1918,Rome,"August 30, 2021",4,283000,"snorkeling, spa"
T2271,1918,Tokyo,"December 04, 2022",7,114000,"beach, spa"
T2272,1918,Tokyo,"January 27, 2024",6,115000,"beach, snorkeling"
T2273,1918,Bali,2023-05-02,4,111000,"spa, beach"
T2274,1933,Denver,"December 04, 2021",3,170000,"wine tasting, spa"
T2275,1933,Banff,2022-10-01,4,271000,"shopping, spa, wine tasting"
T2276,1933,Bali,2023-09-25,10,102000,spa
T2277,1933,Rome,02/21/2023,9,268000,shopping
T2278,1116,Tokyo,12/29/2022,8,118000,"hiking, kayaking"
T2279,1949,Bali,2022-09-14,10,96000,safari
T2280,1949,Barcelona,2025-01-08,4,203000,"safari, kayaking"
T2281,1949,Barcelona,2022-08-30,4,176000,kayaking
T2282,1949,Tokyo,2025-01-14,10,98000,safari
T2283,1949,Denver,"January 17, 2022",8,149000,"kayaking, hiking"
T2284,1629,Rome,"December 01, 2023",6,224000,"snorkeling, spa, beach"
T2285,1629,Denver,2024-01-28,6,158000,"beach, snorkeling"
T2286,1361,Cancun,10/14/2021,7,88000,"kayaking, hiking"
T2287,1361,Tokyo,"June 11, 2023",8,96000,"safari, kayaking, hiking"
T2288,1361,Bali,"December 07, 2024",5,112000,"safari, hiking, kayaking"
T2289,1361,Bali,09/30/2023,8,103000,kayaking
T2290,1361,Bali,04/16/2023,6,102000,safari
T2291,1095,Denver,"February 27, 2022",7,187000,"snorkeling, spa"
T2292,1095,Tokyo,2023-04-28,6,91000,"beach, snorkeling"
T2293,1261,Bali,2024-05-19,7,118000,"safari, hiking"
T2294,1261,Barcelona,01/31/2023,4,150000,"kayaking, safari, hiking"
T2295,1261,Rome,03/16/2022,9,284000,"safari, hiking"
T2296,1261,Rome,02/13/2024,9,318000,kayaking
T2297,1261,Barcelona,2024-08-08,4,151000,"safari, hiking"
T2298,1640,Bali,06/23/2023,3,108000,"hiking, kayaking, safari"
T2299,1640,Bali,2024-11-01,7,117000,"safari, kayaking"
T2300,1640,Bali,2024-12-04,10,92000,"hiking, safari, kayaking"
T2301,1640,Bali,"June 06, 2022",9,89000,"kayaking, safari"
T2302,1640,Bali,04/04/2022,7,91000,"safari, hiking"
T2303,1507,Denver,2024-01-02,5,157000,"spa, beach, snorkeling"
T2304,1507,Tokyo,2023-08-25,8,89000,"spa, snorkeling, beach"
T2305,1507,Denver,2024-07-13,10,163000,"spa, snorkeling"
T2306,1579,Phuket,10/31/2022,4,532000,hiking
T2307,1579,Barcelona,"April 02, 2025",5,211000,"food tour, hiking, museum tour"
T2308,1579,Banff,2024-02-22,3,278000,"hiking, museum tour"
T2309,1509,Cancun,2022-08-27,6,66000,"safari, kayaking"
T2310,1102,Rome,09/23/2024,5,282000,"safari, hiking, kayaking"
T2311,1102,Bali,"December 20, 2021",3,99000,"hiking, kayaking"
T2312,1102,Cancun,06/14/2023,5,83000,"hiking, safari, kayaking"
T2313,1102,Tokyo,2021-12-26,10,104000,"safari, hiking, kayaking"
T2314,1102,Rome,"March 14, 2024",7,252000,"hiking, safari, kayaking"
T2315,1062,Rome,06/10/2025,5,224000,"kayaking, hiking, safari"
T2316,1062,Bali,02/09/2022,9,128000,"kayaking, hiking, safari"
T2317,1062,Denver,"May 24, 2022",7,174000,"hiking, kayaking, safari"
T2318,1062,Rome,2022-12-16,3,286000,kayaking
T2319,1204,Rome,05/06/2023,8,216000,"kayaking, safari"
T2320,1204,Banff,"April 15, 2022",10,316000,hiking
T2321,1204,Banff,2023-08-03,6,296000,"safari, hiking"
T2322,1204,Denver,08/02/2022,5,193000,kayaking
T2323,1483,Cancun,"May 05, 2025",9,89000,safari
T2324,1483,Paris,"July 31, 2022",7,528000,kayaking
T2325,1483,Banff,"October 27, 2023",10,295000,"kayaking, safari"
T2326,1483,Rome,"December 29, 2021",8,269000,"kayaking, safari"
T2327,1691,Rome,2022-02-04,10,228000,"wine tasting, shopping, spa"
T2328,1691,Denver,02/21/2025,10,139000,"wine tasting, spa, shopping"
T2329,1184,Tokyo,2025-02-22,9,115000,cultural show
T2330,1683,Phuket,2022-03-04,8,527000,"spa, wine tasting"
T2331,1683,Banff,09/01/2021,3,299000,"spa, wine tasting, shopping"
T2332,1683,Banff,2023-12-04,9,231000,"wine tasting, spa, shopping"
T2333,1683,Barcelona,12/15/2024,7,149000,"wine tasting, shopping"
T2334,1924,Denver,2025-03-31,5,172000,safari
T2335,1924,Tokyo,08/10/2023,10,103000,hiking
T2336,1924,Paris,2025-03-28,3,452000,hiking
T2337,1924,Bali,"August 03, 2023",8,96000,"kayaking, safari, hiking"
T2338,1091,Bali,04/17/2024,4,107000,"cultural show, museum tour, food tour"
T2339,1091,Phuket,2022-11-25,3,476000,"food tour, museum tour"
T2340,1091,Cancun,"December 21, 2021",6,83000,"cultural show, museum tour, food tour"
T2341,1091,Rome,"January 06, 2024",8,276000,"museum tour, food tour, cultural show"
T2342,1947,Barcelona,2022-02-09,4,146000,"kayaking, hiking"
T2343,1947,Cape Town,"October 04, 2024",9,242000,"kayaking, safari, hiking"
T2344,1947,Bali,06/27/2023,9,126000,"safari, hiking, kayaking"
T2345,1947,Banff,03/08/2023,4,305000,"kayaking, hiking, safari"
T2346,1947,Cancun,"October 08, 2024",3,90000,"hiking, kayaking"
T2347,1713,Cancun,10/20/2024,5,93000,"spa, wine tasting, shopping"
T2348,1713,Cancun,"November 05, 2023",10,94000,"shopping, wine tasting, spa"
T2349,1776,Barcelona,06/07/2025,9,204000,"food tour, museum tour, hiking"
T2350,1776,Banff,2025-05-24,7,253000,food tour
T2351,1776,Bali,2023-09-14,8,116000,food tour
T2352,1901,Tokyo,"April 03, 2023",8,90000,safari
T2353,1735,Cape Town,"January 09, 2022",8,240000,beach
T2354,1735,Banff,2024-06-15,4,332000,spa
T2355,1735,Rome,03/25/2025,7,305000,beach
T2356,1735,Bali,2023-06-22,6,126000,"beach, spa, snorkeling"
T2357,1411,Banff,"November 15, 2024",9,276000,"hiking, kayaking"
T2358,1411,Rome,2022-04-14,8,225000,"safari, kayaking, hiking"
T2359,1411,Barcelona,08/22/2023,9,159000,kayaking
T2360,1411,Tokyo,2023-11-08,9,116000,"kayaking, hiking, safari"
T2361,1411,Rome,"May 13, 2025",8,289000,safari
T2362,1346,Denver,07/25/2023,5,147000,"food tour, museum tour, cultural show"
T2363,1346,Cancun,"July 12, 2024",6,94000,"museum tour, cultural show"
T2364,1346,Barcelona,"July 02, 2021",9,148000,food tour
T2365,1582,Cancun,"April 05, 2025",10,83000,"spa, beach, snorkeling"
T2366,1582,Denver,"October 11, 2023",5,146000,snorkeling
T2367,1582,Tokyo,10/25/2023,3,90000,"snorkeling, beach, spa"
T2368,1582,Tokyo,"March 31, 2022",5,86000,"spa, beach, snorkeling"
T2369,1582,Tokyo,09/11/2023,7,108000,"snorkeling, beach, spa"
T2370,1819,Cape Town,05/08/2022,10,289000,"spa, shopping"
T2371,1819,Bali,2021-11-29,4,130000,spa
T2372,1819,Banff,2023-05-20,7,297000,wine tasting
T2373,1029,Cancun,2024-07-15,10,91000,"kayaking, safari, hiking"
T2374,1029,Paris,01/02/2024,7,475000,"safari, hiking"
T2375,1029,Denver,02/20/2022,7,136000,"kayaking, hiking"
T2376,1054,Cancun,07/16/2022,7,86000,"beach, spa"
T2377,1054,Tokyo,08/30/2022,10,87000,"spa, beach, snorkeling"
T2378,1054,Barcelona,2024-07-08,6,189000,snorkeling
T2379,1054,Denver,"August 10, 2023",5,146000,"beach, spa, snorkeling"
T2380,1495,Tokyo,"July 14, 2022",9,100000,"hiking, food tour"
T2381,1495,Cape Town,"June 08, 2022",8,312000,food tour
T2382,1039,Bali,01/16/2023,9,118000,"kayaking, safari, hiking"
T2383,1039,Cancun,2022-07-19,9,85000,"safari, hiking, kayaking"
T2384,1039,Bali,"March 31, 2025",7,93000,safari
T2385,1039,Barcelona,2023-09-21,8,184000,"hiking, safari, kayaking"
T2386,1039,Denver,2024-11-21,9,183000,"hiking, safari"
T2387,1157,Bali,"August 18, 2021",4,109000,"hiking, kayaking, safari"
T2388,1157,Cancun,2024-09-07,9,75000,"kayaking, hiking"
T2389,1798,Barcelona,"February 05, 2024",4,161000,"shopping, spa, wine tasting"
T2390,1798,Denver,2023-12-01,3,156000,"shopping, spa"
T2391,1798,Cancun,2023-08-09,9,69000,"spa, shopping"
T2392,1798,Barcelona,2022-05-16,8,148000,spa
T2393,1146,Cancun,04/03/2023,9,96000,"safari, hiking"
T2394,1146,Cancun,"August 08, 2021",8,81000,"safari, hiking"
T2395,1221,Paris,2023-12-15,6,561000,"hiking, kayaking"
T2396,1221,Tokyo,01/05/2022,4,83000,"kayaking, hiking"
T2397,1221,Bali,09/03/2023,10,104000,"hiking, kayaking, safari"
T2398,1221,Cancun,11/26/2023,5,69000,kayaking
T2399,1221,Barcelona,2022-02-15,6,155000,"hiking, kayaking"
T2400,1940,Cancun,2023-05-01,4,88000,"spa, wine tasting"
T2401,1940,Tokyo,05/02/2025,5,118000,"wine tasting, shopping"
T2402,1940,Denver,2023-08-07,10,192000,"wine tasting, spa, shopping"
T2403,1940,Denver,2025-02-23,3,176000,"wine tasting, shopping"
T2404,1944,Cancun,2025-01-08,6,81000,cultural show
T2405,1944,Tokyo,2023-11-06,8,94000,"museum tour, food tour, cultural show"
T2406,1607,Cancun,2025-05-24,5,94000,"food tour, museum tour, hiking"
T2407,1607,Denver,2023-07-29,7,189000,food tour
T2408,1765,Paris,2023-10-27,3,596000,"hiking, safari, kayaking"
T2409,1394,Barcelona,"November 28, 2021",6,188000,safari
T2410,1052,Rome,"March 31, 2024",10,253000,snorkeling
T2411,1052,Rome,2022-03-27,4,301000,"spa, beach, snorkeling"
T2412,1052,Phuket,12/31/2023,3,578000,"snorkeling, beach, spa"
T2413,1052,Barcelona,"July 24, 2022",10,146000,"beach, snorkeling"
T2414,1052,Bali,"February 26, 2023",3,95000,"spa, beach, snorkeling"
T2415,1952,Cancun,2023-07-27,8,76000,"spa, beach"
T2416,1952,Cancun,07/08/2022,7,88000,"spa, beach"
T2417,1952,Tokyo,02/19/2025,6,115000,spa
T2418,1571,Bali,2025-06-09,8,109000,"kayaking, hiking, safari"
T2419,1571,Cancun,"December 21, 2021",6,87000,"kayaking, safari"
T2420,1571,Cancun,"February 13, 2025",7,80000,"safari, hiking, kayaking"
T2421,1571,Bali,2022-02-24,6,104000,"hiking, safari, kayaking"
T2422,1571,Tokyo,2023-06-20,8,118000,"hiking, kayaking, safari"
T2423,1359,Tokyo,2022-11-08,10,114000,cultural show
T2424,1359,Cancun,03/30/2025,10,75000,food tour
T2425,1512,Cancun,2025-02-26,5,87000,"museum tour, food tour, hiking"
T2426,1512,Denver,"June 21, 2024",9,147000,museum tour
T2427,1402,Barcelona,"March 31, 2022",4,166000,"kayaking, safari, hiking"
T2428,1402,Rome,"April 20, 2023",3,223000,safari
T2429,1867,Rome,2024-04-11,8,247000,"hiking, museum tour"
T2430,1421,Barcelona,2022-07-12,7,212000,"spa, snorkeling, beach"
T2431,1421,Cape Town,10/19/2021,4,249000,spa
T2432,1421,Barcelona,2023-12-21,7,212000,"beach, snorkeling"
T2433,1421,Denver,2024-11-02,9,192000,beach
T2434,1448,Cancun,"February 02, 2025",8,74000,spa
T2435,1448,Tokyo,11/29/2021,10,101000,wine tasting
T2436,1448,Bali,"October 31, 2021",3,123000,"wine tasting, spa"
T2437,1448,Barcelona,2022-08-09,7,146000,"shopping, spa, wine tasting"
T2438,1448,Tokyo,"April 20, 2025",10,116000,"wine tasting, shopping"
T2439,1165,Bali,01/30/2023,8,106000,safari
T2440,1165,Tokyo,2021-11-15,8,102000,"safari, kayaking, hiking"
T2441,1284,Banff,01/03/2022,10,293000,"safari, kayaking, hiking"
T2442,1284,Cape Town,08/18/2021,8,225000,"hiking, kayaking"
T2443,1284,Phuket,11/04/2024,7,612000,hiking
T2444,1080,Bali,2022-01-22,5,123000,safari
T2445,1080,Banff,2022-10-10,3,319000,"hiking, kayaking"
T2446,1227,Bali,"June 21, 2023",9,94000,"kayaking, safari"
T2447,1227,Bali,"January 28, 2024",7,98000,"kayaking, safari, hiking"
T2448,1227,Tokyo,"May 17, 2025",5,112000,"kayaking, hiking, safari"
T2449,1227,Cancun,2024-11-11,6,70000,kayaking
T2450,1447,Tokyo,02/17/2024,5,93000,"museum tour, cultural show"
T2451,1447,Cancun,03/16/2023,6,83000,cultural show
T2452,1447,Tokyo,09/09/2023,9,116000,cultural show
T2453,1447,Phuket,09/11/2021,8,458000,cultural show
T2454,1353,Barcelona,"October 26, 2024",10,203000,"safari, hiking, kayaking"
T2455,1353,Bali,2024-08-15,3,87000,"kayaking, hiking"
T2456,1353,Barcelona,"September 22, 2024",3,160000,kayaking
T2457,1353,Rome,03/17/2022,8,219000,hiking
T2458,1353,Banff,2025-06-27,5,232000,"safari, hiking, kayaking"
T2459,1310,Tokyo,"December 04, 2021",10,86000,spa
T2460,1310,Tokyo,07/21/2024,8,82000,snorkeling
T2461,1842,Cape Town,07/01/2021,9,267000,wine tasting
T2462,1259,Bali,07/11/2023,4,94000,snorkeling
T2463,1259,Barcelona,2021-07-11,10,205000,"beach, snorkeling, spa"
T2464,1259,Banff,2025-04-20,3,248000,"beach, snorkeling"
T2465,1259,Denver,"February 04, 2025",9,160000,spa
T2466,1323,Rome,02/02/2025,10,215000,"kayaking, hiking"
T2467,1323,Cancun,2021-09-09,5,67000,safari
T2468,1323,Bali,2023-11-18,6,97000,safari
T2469,1009,Banff,2023-10-31,9,241000,kayaking
T2470,1684,Barcelona,02/23/2025,3,170000,spa
T2471,1961,Barcelona,10/31/2023,5,174000,"spa, beach"
T2472,1961,Tokyo,"May 22, 2023",5,103000,"snorkeling, spa, beach"
T2473,1961,Cancun,"January 16, 2022",6,78000,"beach, snorkeling"
T2474,1961,Bali,2022-05-20,4,88000,"snorkeling, spa, beach"
T2475,1030,Tokyo,2024-02-21,3,108000,wine tasting
T2476,1030,Cancun,2021-07-22,10,87000,spa
T2477,1030,Banff,05/20/2023,3,296000,wine tasting
T2478,1794,Bali,10/08/2021,3,114000,"snorkeling, spa, beach"
T2479,1794,Cancun,"June 29, 2022",6,95000,"snorkeling, spa, beach"
T2480,1794,Barcelona,"January 30, 2023",10,211000,"snorkeling, beach"
T2481,1794,Tokyo,"March 04, 2025",7,105000,snorkeling
T2482,1794,Cape Town,"April 23, 2025",7,249000,"snorkeling, spa, beach"
T2483,1179,Denver,"July 15, 2024",6,157000,"snorkeling, beach"
T2484,1027,Cancun,2023-05-10,5,88000,"kayaking, hiking, safari"
T2485,1027,Banff,04/18/2024,6,311000,"kayaking, safari"
T2486,1027,Barcelona,"September 27, 2021",5,212000,hiking
T2487,1027,Phuket,2023-03-01,8,515000,"kayaking, hiking"
T2488,1027,Paris,12/21/2022,7,494000,"hiking, kayaking, safari"
T2489,1033,Denver,01/15/2022,9,134000,beach
T2490,1033,Cape Town,"September 22, 2022",3,289000,"spa, snorkeling, beach"
T2491,1033,Paris,12/21/2024,6,511000,"spa, snorkeling, beach"
T2492,1033,Cancun,2021-11-28,7,88000,"snorkeling, spa"
T2493,1033,Barcelona,09/20/2023,10,192000,"beach, spa, snorkeling"
T2494,1334,Paris,"July 13, 2023",4,578000,spa
T2495,1334,Phuket,01/16/2025,5,435000,"spa, shopping, wine tasting"
T2496,1334,Cape Town,11/12/2022,8,305000,"shopping, spa, wine tasting"
T2497,1334,Cancun,08/31/2024,9,67000,shopping
T2498,1334,Rome,"March 31, 2022",3,256000,"spa, shopping, wine tasting"
T2499,1787,Tokyo,02/28/2024,8,84000,food tour
T2500,1787,Rome,2025-02-09,8,278000,hiking
T2501,1787,Bali,"March 04, 2022",8,98000,food tour
T2502,1787,Rome,08/29/2024,9,279000,"museum tour, hiking, food tour"
T2503,1787,Cape Town,2022-09-11,4,253000,"food tour, museum tour"
T2504,1964,Denver,10/21/2022,8,170000,"spa, shopping"
T2505,1964,Cancun,2022-04-06,7,89000,"shopping, wine tasting, spa"
T2506,1964,Tokyo,2021-07-02,8,115000,"wine tasting, shopping"
T2507,1197,Tokyo,"August 24, 2024",5,109000,"food tour, cultural show, museum tour"
T2508,1197,Cape Town,2025-01-21,6,323000,"cultural show, food tour"
T2509,1795,Banff,"July 18, 2023",10,247000,"beach, spa"
T2510,1795,Cape Town,"September 14, 2021",5,249000,"beach, spa"
T2511,1795,Tokyo,2021-12-11,10,110000,"spa, snorkeling, beach"
T2512,1392,Cancun,2021-07-08,10,67000,"safari, kayaking, hiking"
T2513,1392,Banff,12/24/2024,4,261000,safari
T2514,1392,Banff,2024-10-21,3,240000,kayaking
T2515,1392,Banff,2023-07-17,6,288000,kayaking
T2516,1868,Bali,03/04/2025,3,119000,kayaking
T2517,1868,Cancun,2023-10-02,5,73000,"safari, hiking, kayaking"
T2518,1899,Barcelona,2023-03-30,8,180000,hiking
T2519,1899,Rome,2025-06-16,6,274000,"hiking, safari"
T2520,1899,Tokyo,2024-04-21,5,98000,kayaking
T2521,1636,Tokyo,07/26/2024,5,96000,"hiking, kayaking"
T2522,1636,Barcelona,2025-03-05,5,188000,"kayaking, hiking, safari"
T2523,1537,Bali,"November 02, 2022",4,115000,"safari, hiking"
T2524,1537,Tokyo,"December 27, 2024",9,112000,"kayaking, hiking"
T2525,1537,Paris,01/29/2024,7,438000,safari
T2526,1537,Denver,05/26/2022,9,145000,"kayaking, hiking"
T2527,1510,Cancun,"September 22, 2021",3,83000,"hiking, safari"
T2528,1510,Tokyo,2022-12-24,7,84000,safari
T2529,1510,Tokyo,2023-02-09,4,111000,"hiking, kayaking"
T2530,1510,Cancun,11/08/2023,8,71000,"hiking, kayaking, safari"
T2531,1510,Tokyo,2022-03-21,10,109000,"hiking, kayaking, safari"
T2532,1122,Tokyo,2024-10-03,6,103000,wine tasting
T2533,1378,Cancun,10/29/2024,3,85000,spa
T2534,1378,Tokyo,"October 17, 2022",9,119000,"beach, snorkeling"
T2535,1038,Tokyo,2025-04-13,5,115000,"beach, spa"
T2536,1038,Cape Town,"October 27, 2024",10,299000,"spa, snorkeling"
T2537,1038,Denver,"August 13, 2023",5,160000,"spa, beach, snorkeling"
T2538,1038,Paris,"August 21, 2024",5,556000,"beach, snorkeling"
T2539,1038,Denver,06/06/2023,10,166000,"snorkeling, spa"
T2540,1551,Cancun,2024-09-29,10,75000,"spa, wine tasting, shopping"
T2541,1551,Paris,02/23/2025,3,540000,"spa, shopping, wine tasting"
T2542,1528,Rome,"February 19, 2023",9,253000,"safari, kayaking"
T2543,1528,Denver,"November 18, 2021",7,131000,"kayaking, safari, hiking"
T2544,1528,Bali,02/08/2024,4,119000,"safari, hiking, kayaking"
T2545,1162,Cancun,11/12/2024,8,82000,beach
T2546,1162,Tokyo,02/26/2022,7,96000,"beach, snorkeling"
T2547,1162,Bali,11/15/2023,9,94000,"snorkeling, spa"
T2548,1162,Bali,2025-01-22,5,117000,"spa, beach, snorkeling"
T2549,1162,Bali,2022-04-10,5,118000,"spa, snorkeling, beach"
T2550,1067,Cancun,11/17/2022,4,75000,"food tour, hiking, museum tour"
T2551,1067,Denver,05/31/2024,10,177000,"hiking, food tour"
T2552,1067,Bali,"October 22, 2022",9,119000,"museum tour, food tour"
T2553,1067,Denver,"October 29, 2021",9,181000,"museum tour, food tour, hiking"
T2554,1124,Tokyo,"August 14, 2023",7,119000,"wine tasting, spa, shopping"
T2555,1004,Cancun,"October 27, 2022",9,71000,"hiking, kayaking"
T2556,1699,Phuket,"February 06, 2025",10,603000,beach
T2557,1699,Bali,"December 05, 2021",7,123000,"spa, snorkeling"
T2558,1699,Bali,11/08/2021,3,124000,"spa, beach"
T2559,1699,Cape Town,07/09/2024,5,288000,"spa, snorkeling, beach"
T2560,1764,Bali,05/06/2024,10,96000,"shopping, wine tasting"
T2561,1427,Bali,2025-03-02,3,131000,"food tour, museum tour"
T2562,1427,Cancun,10/19/2021,6,89000,"cultural show, museum tour, food tour"
T2563,1919,Denver,"July 07, 2021",9,138000,"beach, snorkeling"
T2564,1919,Rome,"November 15, 2022",4,292000,"snorkeling, spa"
T2565,1919,Tokyo,"May 25, 2025",4,91000,"spa, snorkeling, beach"
T2566,1919,Rome,"February 01, 2023",4,321000,"spa, beach"
T2567,1755,Denver,12/22/2022,8,147000,"spa, shopping, wine tasting"
T2568,1755,Banff,"September 01, 2021",8,251000,spa
T2569,1755,Paris,2023-01-18,9,543000,"shopping, spa"
T2570,1506,Cape Town,02/06/2025,4,311000,"shopping, wine tasting, spa"
T2571,1506,Denver,06/15/2022,5,188000,"shopping, spa, wine tasting"
T2572,1506,Cape Town,04/10/2023,9,234000,"shopping, spa"
T2573,1506,Cancun,10/23/2022,7,73000,shopping
T2574,1912,Rome,09/28/2024,5,294000,"museum tour, hiking"
T2575,1912,Rome,"January 26, 2025",3,264000,"food tour, hiking, museum tour"
T2576,1912,Barcelona,03/15/2023,8,156000,hiking
T2577,1912,Cape Town,"April 25, 2023",5,303000,"food tour, hiking"
T2578,1912,Denver,"January 19, 2024",3,167000,hiking
T2579,1399,Barcelona,11/13/2022,8,212000,"food tour, hiking, museum tour"
T2580,1399,Barcelona,"June 04, 2023",4,207000,"museum tour, food tour, hiking"
T2581,1399,Tokyo,10/15/2023,4,84000,"food tour, museum tour"
T2582,1950,Bali,01/31/2022,9,113000,food tour
T2583,1950,Phuket,01/23/2025,3,610000,"cultural show, food tour"
T2584,1352,Bali,"April 17, 2024",7,104000,food tour
T2585,1352,Tokyo,2022-05-11,5,105000,museum tour
T2586,1352,Denver,03/18/2022,8,130000,food tour
T2587,1844,Tokyo,2023-11-02,9,114000,"snorkeling, beach, spa"
T2588,1844,Tokyo,2024-10-01,9,111000,beach
T2589,1844,Denver,"January 09, 2023",10,138000,"snorkeling, beach, spa"
T2590,1704,Bali,"March 26, 2023",3,105000,"safari, hiking, kayaking"
T2591,1704,Bali,2022-06-09,10,103000,"hiking, kayaking"
T2592,1704,Cancun,12/15/2024,8,90000,"safari, kayaking"
T2593,1704,Cancun,05/16/2023,10,73000,"kayaking, safari, hiking"
T2594,1260,Denver,2023-03-30,10,152000,snorkeling
T2595,1260,Tokyo,04/29/2023,7,100000,"snorkeling, beach, spa"
T2596,1260,Banff,12/17/2024,5,324000,spa
T2597,1260,Cape Town,"March 28, 2025",6,232000,"spa, beach"
T2598,1333,Phuket,2023-03-20,5,516000,"beach, snorkeling"
T2599,1333,Paris,"March 28, 2025",6,437000,spa
T2600,1153,Cancun,"December 30, 2023",5,82000,"beach, spa, snorkeling"
T2601,1396,Tokyo,"April 25, 2022",8,109000,safari
T2602,1396,Bali,2022-11-22,9,115000,"kayaking, safari"
T2603,1396,Denver,09/12/2021,7,132000,kayaking
T2604,1501,Cancun,02/18/2023,9,79000,hiking
T2605,1501,Banff,06/30/2021,8,281000,hiking
T2606,1373,Banff,2024-06-20,8,290000,"food tour, hiking, museum tour"
T2607,1312,Bali,"February 07, 2025",6,119000,cultural show
T2608,1312,Cape Town,08/03/2022,9,284000,"cultural show, museum tour, food tour"
T2609,1312,Phuket,"July 07, 2023",6,542000,"museum tour, food tour, cultural show"
T2610,1312,Phuket,"September 29, 2022",7,433000,"museum tour, cultural show"
T2611,1042,Bali,2025-01-08,8,116000,kayaking
T2612,1042,Rome,10/18/2024,6,241000,"hiking, kayaking"
T2613,1763,Rome,"September 28, 2024",6,248000,food tour
T2614,1763,Denver,"September 19, 2023",4,191000,"museum tour, food tour"
T2615,1763,Cancun,"October 05, 2023",4,89000,hiking
T2616,1763,Banff,"October 22, 2022",7,260000,"food tour, hiking"
T2617,1522,Barcelona,2023-04-16,6,203000,shopping
T2618,1522,Banff,2021-09-04,10,324000,shopping
T2619,1522,Tokyo,2024-07-22,9,98000,"wine tasting, spa, shopping"
T2620,1522,Tokyo,2022-10-14,6,112000,"spa, wine tasting, shopping"
T2621,1522,Bali,09/08/2024,3,108000,"shopping, spa"
T2622,1902,Cape Town,2022-04-23,5,320000,"shopping, spa, wine tasting"
T2623,1902,Denver,"March 19, 2023",5,157000,spa
T2624,1902,Tokyo,"May 13, 2022",4,90000,"shopping, wine tasting, spa"
T2625,1851,Barcelona,08/11/2023,8,199000,"spa, beach"
T2626,1851,Bali,07/14/2023,4,123000,"spa, beach, snorkeling"
T2627,1851,Paris,"March 19, 2024",7,435000,"beach, spa"
T2628,1851,Banff,2022-06-15,7,342000,"snorkeling, spa, beach"
T2629,1807,Cape Town,2023-05-25,7,245000,"museum tour, food tour"
T2630,1807,Paris,2022-01-08,5,586000,food tour
T2631,1807,Denver,"August 22, 2023",6,135000,hiking
T2632,1807,Bali,"March 02, 2023",8,130000,"food tour, hiking, museum tour"
